"lab","freq","mod","electrode","x","y","amplitude"
"Florida","8.57Hz","square","E79",16.3380561246601,-24.5721384105547,3.96463
"Florida","8.57Hz","square","E80",14.2590609871468,-4.99065843399723,2.996524
"Florida","8.57Hz","square","E81",1.66253150865048e-14,-135.756,6.17553266666667
"Florida","8.57Hz","square","E82",15.7052501655887,-118.019611578908,4.55520666666667
"Florida","8.57Hz","square","E83",29.8089612459443,-93.6860097636664,7.83275333333333
"Florida","8.57Hz","square","E84",32.9982073155436,-70.0930032026051,7.67929333333333
"Florida","8.57Hz","square","E85",33.5739711579434,-49.4397118183913,4.728248
"Florida","8.57Hz","square","E86",31.8703858461666,-30.6802729781934,4.28421466666667
"Florida","8.57Hz","square","E87",29.3939238752213,-11.4188613800894,3.586866
"Florida","8.57Hz","square","E88",34.2137515878335,-132.964697639208,4.29661066666667
"Florida","8.57Hz","square","E89",50.7971288111611,-109.433046236237,3.06692733333333
"Florida","8.57Hz","square","E90",53.2724548220446,-83.4923179534095,6.079534
"Florida","8.57Hz","square","E91",49.0164711950736,-60.6384229311954,5.01067533333333
"Florida","8.57Hz","square","E92",49.3286473753904,-38.0293353099208,3.12689133333333
"Florida","8.57Hz","square","E93",48.4277069849025,-19.0176228846936,2.75258066666667
"Florida","8.57Hz","square","E94",70.8544927411257,-119.808404222733,4.56136
"Florida","8.57Hz","square","E95",82.7166311762146,-89.8591836311575,2.792254
