"lab","freq","mod","electrode","x","y","amplitude"
"Florida","6Hz","sine","E114",127.856243406767,23.8953117140088,0.222938466666667
"Florida","6Hz","sine","E115",106.979294016482,12.6447944916077,0.192918266666667
"Florida","6Hz","sine","E116",73.2735964589411,31.8739532843394,0.2127322
"Florida","6Hz","sine","E117",50.0298983002845,37.5034658673461,0.211334266666667
"Florida","6Hz","sine","E118",31.3121246459833,41.9182840077502,0.1714266
"Florida","6Hz","sine","E119",147.073602828489,55.1905344696692,0.192760533333333
"Florida","6Hz","sine","E120",132.385776483018,49.089223063604,0.230652466666667
"Florida","6Hz","sine","E121",111.066561880691,61.2336542760814,0.1720216
"Florida","6Hz","sine","E122",86.5427774390136,55.8179182444255,0.187069333333333
"Florida","6Hz","sine","E123",56.2717346283799,54.0022587112168,0.204049866666667
"Florida","6Hz","sine","E124",39.5281102525102,53.3724044414846,0.186561933333333
"Florida","6Hz","sine","E125",107.29091960617,79.3302648808283,0.187721466666667
"Florida","6Hz","sine","E126",71.1683422201787,126.406610434864,0.211985
"Florida","6Hz","sine","E127",-71.1683422201787,126.406610434864,0.217151266666667
"Florida","6Hz","sine","E128",-107.29091960617,79.3302648808283,0.178856066666667
"Florida","6Hz","sine","Cz",0,0,0.2788536
"Florida","8.57Hz","square","E1",86.719831310897,82.7208230943671,0.172762466666667
"Florida","8.57Hz","square","E2",60.5117564493148,76.717478004812,0.151676533333333
"Florida","8.57Hz","square","E3",35.2634825458284,69.6677676887961,0.2053016
"Florida","8.57Hz","square","E4",23.6192388587642,58.8318312797812,0.170756466666667
"Florida","8.57Hz","square","E5",11.4069836172611,43.8485528695707,0.223548133333333
"Florida","8.57Hz","square","E6",0,28.614,0.241549593333333
"Florida","8.57Hz","square","E7",-9.06629877496366,11.5485593631021,0.294083366666667
"Florida","8.57Hz","square","E8",51.097415472918,96.8083637295249,0.164869133333333
"Florida","8.57Hz","square","E9",26.8737792539972,88.585411736964,0.161085266666667
"Florida","8.57Hz","square","E10",16.0697667431522,76.4350039760624,0.186930133333333
"Florida","8.57Hz","square","E11",0,64.048,0.1948588
"Florida","8.57Hz","square","E12",-11.4069836172611,43.8485528695707,0.22742452
"Florida","8.57Hz","square","E13",-18.7176485153145,25.0067456910559,0.312349333333333
"Florida","8.57Hz","square","E14",14.1187002915317,105.342066422099,0.217169466666667
"Florida","8.57Hz","square","E15",0,90.726,0.188539133333333
"Florida","8.57Hz","square","E16",0,79.014,0.160184133333333
"Florida","8.57Hz","square","E17",0,114.908,0.2060954
"Florida","8.57Hz","square","E18",-16.0697667431522,76.4350039760624,0.193811866666667
"Florida","8.57Hz","square","E19",-23.6192388587642,58.8318312797812,0.221183933333333
"Florida","8.57Hz","square","E20",-31.3121246459833,41.9182840077502,0.162261866666667
"Florida","8.57Hz","square","E21",-14.1187002915317,105.342066422099,0.209566
"Florida","8.57Hz","square","E22",-26.8737792539972,88.585411736964,0.161817333333333
"Florida","8.57Hz","square","E23",-35.2634825458284,69.6677676887961,0.213699333333333
"Florida","8.57Hz","square","E24",-39.5281102525102,53.3724044414846,0.2326984
"Florida","8.57Hz","square","E25",-51.097415472918,96.8083637295249,0.171421066666667
"Florida","8.57Hz","square","E26",-60.5117564493148,76.717478004812,0.129663
"Florida","8.57Hz","square","E27",-56.2717346283799,54.0022587112168,0.2332502
"Florida","8.57Hz","square","E28",-50.0298983002845,37.5034658673461,0.1832008
"Florida","8.57Hz","square","E29",-39.6304283909149,22.4510456227002,0.2512192
"Florida","8.57Hz","square","E30",-28.5960902390953,7.43167134886356,0.398932
"Florida","8.57Hz","square","E31",-14.2590609871468,-4.99065843399723,0.304666133333333
"Florida","8.57Hz","square","E32",-86.719831310897,82.7208230943671,0.139068266666667
"Florida","8.57Hz","square","E33",-86.5427774390136,55.8179182444255,0.174062933333333
"Florida","8.57Hz","square","E34",-73.2735964589411,31.8739532843394,0.168053266666667
"Florida","8.57Hz","square","E35",-58.7070104036568,13.6367088941921,0.200866266666667
"Florida","8.57Hz","square","E36",-45.139000940819,2.34746545549408,0.349936
"Florida","8.57Hz","square","E37",-29.3939238752213,-11.4188613800894,0.307030933333333
"Florida","8.57Hz","square","E38",-111.066561880691,61.2336542760814,0.178810066666667
"Florida","8.57Hz","square","E39",-106.979294016482,12.6447944916077,0.212167733333333
"Florida","8.57Hz","square","E40",-82.0312253490634,0.356499272328901,0.2099998
"Florida","8.57Hz","square","E41",-62.3658981365752,-7.23363018257962,0.2333144
"Florida","8.57Hz","square","E42",-48.4277069849025,-19.0176228846936,0.267991333333333
"Florida","8.57Hz","square","E43",-132.385776483018,49.089223063604,0.2123766
"Florida","8.57Hz","square","E44",-127.856243406767,23.8953117140088,0.190121866666667
"Florida","8.57Hz","square","E45",-102.023724252225,-26.0624191069444,0.213729266666667
"Florida","8.57Hz","square","E46",-77.0757795587277,-24.2279722926707,0.261552466666667
"Florida","8.57Hz","square","E47",-61.3490707363697,-27.4299165836118,0.332094533333333
"Florida","8.57Hz","square","E48",-147.073602828489,55.1905344696692,0.234292133333333
"Florida","8.57Hz","square","E49",-148.427539841507,9.81951733019121,0.2366028
"Florida","8.57Hz","square","E50",-87.6147402607277,-51.9804690729627,0.283478133333333
"Florida","8.57Hz","square","E51",-64.3973497966683,-45.8325114211031,0.332033333333333
"Florida","8.57Hz","square","E52",-49.3286473753904,-38.0293353099208,0.32907
"Florida","8.57Hz","square","E53",-31.8703858461666,-30.6802729781934,0.304665666666667
"Florida","8.57Hz","square","E54",-16.3380561246601,-24.5721384105547,0.397512666666667
"Florida","8.57Hz","square","E55",1.86009153028893e-15,-15.1888,0.3662244
"Florida","8.57Hz","square","E56",-134.514184844694,-53.5568924748948,0.336086466666667
"Florida","8.57Hz","square","E57",-107.771903337525,-61.2478444600876,0.277755866666667
"Florida","8.57Hz","square","E58",-72.0824426385969,-68.7392048197634,0.3268544
"Florida","8.57Hz","square","E59",-49.0164711950736,-60.6384229311954,0.352105733333333
"Florida","8.57Hz","square","E60",-33.5739711579434,-49.4397118183913,0.376643333333333
"Florida","8.57Hz","square","E61",-17.5616376782163,-41.0535015078989,0.440399266666667
"Florida","8.57Hz","square","E62",6.24863782796946e-15,-51.024,0.366401266666667
"Florida","8.57Hz","square","E63",-111.844618176326,-90.215004411638,0.347372066666667
"Florida","8.57Hz","square","E64",-82.7166311762146,-89.8591836311575,0.286127466666667
"Florida","8.57Hz","square","E65",-53.2724548220446,-83.4923179534095,0.410975333333333
"Florida","8.57Hz","square","E66",-32.9982073155436,-70.0930032026051,0.360018933333333
"Florida","8.57Hz","square","E67",-14.9843695227892,-59.7435310808167,0.4328504
"Florida","8.57Hz","square","E68",-70.8544927411257,-119.808404222733,0.35472
"Florida","8.57Hz","square","E69",-50.7971288111611,-109.433046236237,0.398065866666667
"Florida","8.57Hz","square","E70",-29.8089612459443,-93.6860097636664,0.448738666666667
"Florida","8.57Hz","square","E71",-12.5941162529112,-75.6650426009803,0.531347333333333
"Florida","8.57Hz","square","E72",8.04078595384169e-15,-65.658,0.462979333333333
"Florida","8.57Hz","square","E73",-34.2137515878335,-132.964697639208,0.413370666666667
"Florida","8.57Hz","square","E74",-15.7052501655887,-118.019611578908,0.441961933333333
"Florida","8.57Hz","square","E75",1.18239648457677e-14,-96.55,0.620554666666667
"Florida","8.57Hz","square","E76",12.5941162529112,-75.6650426009803,0.609792666666667
"Florida","8.57Hz","square","E77",14.9843695227892,-59.7435310808167,0.55724
"Florida","8.57Hz","square","E78",17.5616376782163,-41.0535015078989,0.423760666666667
"Florida","8.57Hz","square","E79",16.3380561246601,-24.5721384105547,0.3415578
"Florida","8.57Hz","square","E80",14.2590609871468,-4.99065843399723,0.215968133333333
"Florida","8.57Hz","square","E81",1.66253150865048e-14,-135.756,0.401066
"Florida","8.57Hz","square","E82",15.7052501655887,-118.019611578908,0.440542666666667
"Florida","8.57Hz","square","E83",29.8089612459443,-93.6860097636664,0.532115333333333
"Florida","8.57Hz","square","E84",32.9982073155436,-70.0930032026051,0.495523333333333
"Florida","8.57Hz","square","E85",33.5739711579434,-49.4397118183913,0.326967333333333
"Florida","8.57Hz","square","E86",31.8703858461666,-30.6802729781934,0.360759266666667
"Florida","8.57Hz","square","E87",29.3939238752213,-11.4188613800894,0.348525533333333
"Florida","8.57Hz","square","E88",34.2137515878335,-132.964697639208,0.290260466666667
"Florida","8.57Hz","square","E89",50.7971288111611,-109.433046236237,0.334098133333333
"Florida","8.57Hz","square","E90",53.2724548220446,-83.4923179534095,0.4583304
"Florida","8.57Hz","square","E91",49.0164711950736,-60.6384229311954,0.3689448
"Florida","8.57Hz","square","E92",49.3286473753904,-38.0293353099208,0.323079266666667
