"lab","freq","mod","electrode","x","y","amplitude","amplitudeSNR"
"Florida","15Hz","square","E70",-29.8089612459443,-93.6860097636664,8.15643333333333,8.90706498145146
"Florida","15Hz","square","E71",-12.5941162529112,-75.6650426009803,9.01843333333333,9.19979288889212
"Florida","15Hz","square","E72",8.04078595384169e-15,-65.658,11.0956866666667,10.0748939017838
"Florida","15Hz","square","E73",-34.2137515878335,-132.964697639208,7.11984666666667,8.82792663996385
"Florida","15Hz","square","E74",-15.7052501655887,-118.019611578908,6.48029333333333,9.91482805385069
"Florida","15Hz","square","E75",1.18239648457677e-14,-96.55,10.2176866666667,12.466795998689
"Florida","15Hz","square","E76",12.5941162529112,-75.6650426009803,10.5331866666667,10.8563956630535
"Florida","15Hz","square","E77",14.9843695227892,-59.7435310808167,9.21988,10.226462941589
"Florida","15Hz","square","E78",17.5616376782163,-41.0535015078989,6.60844666666667,8.70520382511761
"Florida","15Hz","square","E79",16.3380561246601,-24.5721384105547,5.51472666666667,7.85887993477987
"Florida","15Hz","square","E80",14.2590609871468,-4.99065843399723,5.41375333333333,7.29332032467825
"Florida","15Hz","square","E81",1.66253150865048e-14,-135.756,7.98260666666667,9.22920634234316
"Florida","15Hz","square","E82",15.7052501655887,-118.019611578908,6.61095333333333,9.96107863872182
"Florida","15Hz","square","E83",29.8089612459443,-93.6860097636664,7.86154666666667,9.85550183912725
"Florida","15Hz","square","E84",32.9982073155436,-70.0930032026051,8.9469,9.10291749966683
"Florida","15Hz","square","E85",33.5739711579434,-49.4397118183913,6.99436666666667,8.39519913139769
"Florida","15Hz","square","E86",31.8703858461666,-30.6802729781934,6.15918666666667,7.76751703283885
"Florida","15Hz","square","E87",29.3939238752213,-11.4188613800894,5.30408666666667,7.52555673011387
"Florida","15Hz","square","E88",34.2137515878335,-132.964697639208,7.41241333333333,8.34682647526433
"Florida","15Hz","square","E89",50.7971288111611,-109.433046236237,5.99925333333333,8.31463522209558
"Florida","15Hz","square","E90",53.2724548220446,-83.4923179534095,8.14549333333333,8.9614582935544
"Florida","15Hz","square","E91",49.0164711950736,-60.6384229311954,9.19175333333333,9.84016575453152
"Florida","15Hz","square","E92",49.3286473753904,-38.0293353099208,5.70720666666667,8.06806586578694
"Florida","15Hz","square","E93",48.4277069849025,-19.0176228846936,5.48076666666667,7.61127600325559
"Florida","15Hz","square","E94",70.8544927411257,-119.808404222733,7.13659333333333,8.16239865225138
"Florida","15Hz","square","E95",82.7166311762146,-89.8591836311575,5.45618,7.89217746423008
"Florida","15Hz","square","E96",72.0824426385969,-68.7392048197634,7.01638666666667,8.63870823336709
"Florida","15Hz","square","E97",64.3973497966683,-45.8325114211031,5.63500666666667,8.4053305990839
"Florida","15Hz","square","E98",61.3490707363697,-27.4299165836118,5.59158,8.01212761662976
"Florida","15Hz","square","E99",111.844618176326,-90.215004411638,9.18024666666667,7.98181920942741
"Florida","15Hz","square","E100",107.771903337525,-61.2478444600876,7.00228,7.5337618375507
"Florida","15Hz","square","E101",87.6147402607277,-51.9804690729627,5.25016666666667,7.53189636739178
"Florida","15Hz","square","E102",77.0757795587277,-24.2279722926707,6.13634,7.35762734618439
"Florida","15Hz","square","E103",62.3658981365752,-7.23363018257962,4.66268,7.2679705527949
"Florida","15Hz","square","E104",45.139000940819,2.34746545549408,4.95846666666667,7.36391475621321
"Florida","15Hz","square","E105",28.5960902390953,7.43167134886356,5.05304,7.23871381660358
"Florida","15Hz","square","E106",9.06629877496366,11.5485593631021,5.43958,7.46751715770022
"Florida","15Hz","square","E107",134.514184844694,-53.5568924748948,8.44451333333333,7.63137483338236
"Florida","15Hz","square","E108",102.023724252225,-26.0624191069444,6.22168,7.64052867614698
"Florida","15Hz","square","E109",82.0312253490634,0.356499272328901,6.47298666666667,7.60917232489694
"Florida","15Hz","square","E110",58.7070104036568,13.6367088941921,4.50908666666667,7.17841083393261
"Florida","15Hz","square","E111",39.6304283909149,22.4510456227002,5.08692,7.28836540219961
"Florida","15Hz","square","E112",18.7176485153145,25.0067456910559,6.08419333333333,7.43355982935745
"Florida","15Hz","square","E113",148.427539841507,9.81951733019121,9.37405333333333,7.77599112149801
"Florida","15Hz","square","E114",127.856243406767,23.8953117140088,7.63202666666667,7.79928142271573
"Florida","15Hz","square","E115",106.979294016482,12.6447944916077,7.08506,7.39991606668814
"Florida","15Hz","square","E116",73.2735964589411,31.8739532843394,4.75302,7.25245048467822
"Florida","15Hz","square","E117",50.0298983002845,37.5034658673461,4.62406666666667,6.92648448718013
"Florida","15Hz","square","E118",31.3121246459833,41.9182840077502,4.978,7.07362573708603
"Florida","15Hz","square","E119",147.073602828489,55.1905344696692,8.56543333333333,7.61089836372225
"Florida","15Hz","square","E120",132.385776483018,49.089223063604,7.07609333333333,7.66606743664162
"Florida","15Hz","square","E121",111.066561880691,61.2336542760814,5.82262,7.25038217134339
"Florida","15Hz","square","E122",86.5427774390136,55.8179182444255,5.75373333333333,7.16943671541815
"Florida","15Hz","square","E123",56.2717346283799,54.0022587112168,5.54656666666667,7.39550653049231
"Florida","15Hz","square","E124",39.5281102525102,53.3724044414846,5.34931333333333,7.17728932175166
"Florida","15Hz","square","E125",107.29091960617,79.3302648808283,6.00104,7.39193054309082
"Florida","15Hz","square","E126",71.1683422201787,126.406610434864,6.40536666666667,7.46751427886209
"Florida","15Hz","square","E127",-71.1683422201787,126.406610434864,6.61807333333333,7.1831547902245
"Florida","15Hz","square","E128",-107.29091960617,79.3302648808283,5.59520666666667,7.32548827994344
"Florida","15Hz","square","Cz",0,0,6.65623333333333,7.41547278061315
"Florida","15Hz","sine","E1",86.719831310897,82.7208230943671,5.86674,6.91406649260637
"Florida","15Hz","sine","E2",60.5117564493148,76.717478004812,6.18176666666667,7.36365137394101
"Florida","15Hz","sine","E3",35.2634825458284,69.6677676887961,5.66356666666667,6.90539701109857
"Florida","15Hz","sine","E4",23.6192388587642,58.8318312797812,5.73460666666667,7.26629068173151
"Florida","15Hz","sine","E5",11.4069836172611,43.8485528695707,4.55148,7.06093789297705
"Florida","15Hz","sine","E6",0,28.614,4.70115333333333,6.92140194835974
"Florida","15Hz","sine","E7",-9.06629877496366,11.5485593631021,4.44297333333333,7.20875585548498
"Florida","15Hz","sine","E8",51.097415472918,96.8083637295249,5.70701333333333,7.00487961255257
"Florida","15Hz","sine","E9",26.8737792539972,88.585411736964,6.88754,7.02774383099597
"Florida","15Hz","sine","E10",16.0697667431522,76.4350039760624,5.74451333333333,7.05699823197343
"Florida","15Hz","sine","E11",0,64.048,5.24352,7.21335238419107
"Florida","15Hz","sine","E12",-11.4069836172611,43.8485528695707,4.83106,7.03896313903363
"Florida","15Hz","sine","E13",-18.7176485153145,25.0067456910559,4.28009333333333,7.21411670043946
"Florida","15Hz","sine","E14",14.1187002915317,105.342066422099,6.08624,7.34010510657232
"Florida","15Hz","sine","E15",0,90.726,6.29906,7.25594465692278
"Florida","15Hz","sine","E16",0,79.014,5.74123333333333,7.13028917277084
"Florida","15Hz","sine","E17",0,114.908,5.25712,7.16371863318056
"Florida","15Hz","sine","E18",-16.0697667431522,76.4350039760624,6.04645333333333,7.05768082814528
"Florida","15Hz","sine","E19",-23.6192388587642,58.8318312797812,4.95409333333333,7.05562892282658
"Florida","15Hz","sine","E20",-31.3121246459833,41.9182840077502,5.04851333333333,7.15182385190666
"Florida","15Hz","sine","E21",-14.1187002915317,105.342066422099,5.94796666666667,7.06349796105048
"Florida","15Hz","sine","E22",-26.8737792539972,88.585411736964,6.82735333333333,7.25087414363983
"Florida","15Hz","sine","E23",-35.2634825458284,69.6677676887961,6.60924,6.88516458704566
"Florida","15Hz","sine","E24",-39.5281102525102,53.3724044414846,5.51536666666667,7.09063240232604
"Florida","15Hz","sine","E25",-51.097415472918,96.8083637295249,5.93407333333333,7.34903042037339
"Florida","15Hz","sine","E26",-60.5117564493148,76.717478004812,6.29460666666667,7.13936782795449
"Florida","15Hz","sine","E27",-56.2717346283799,54.0022587112168,5.97973333333333,7.27139316575273
"Florida","15Hz","sine","E28",-50.0298983002845,37.5034658673461,5.18119333333333,7.10578760565461
"Florida","15Hz","sine","E29",-39.6304283909149,22.4510456227002,4.36296,6.8936817255883
"Florida","15Hz","sine","E30",-28.5960902390953,7.43167134886356,5.13836666666667,7.28111885052212
"Florida","15Hz","sine","E31",-14.2590609871468,-4.99065843399723,4.50372,6.86977665122605
"Florida","15Hz","sine","E32",-86.719831310897,82.7208230943671,5.20166666666667,7.38235049811407
"Florida","15Hz","sine","E33",-86.5427774390136,55.8179182444255,6.32826666666667,7.1541132252686
"Florida","15Hz","sine","E34",-73.2735964589411,31.8739532843394,4.97314,7.29736993285453
"Florida","15Hz","sine","E35",-58.7070104036568,13.6367088941921,4.39594666666667,7.17724570147448
"Florida","15Hz","sine","E36",-45.139000940819,2.34746545549408,4.49506,7.2326238652623
"Florida","15Hz","sine","E37",-29.3939238752213,-11.4188613800894,5.10652666666667,7.12213887498398
"Florida","15Hz","sine","E38",-111.066561880691,61.2336542760814,5.1495,7.12603974004605
"Florida","15Hz","sine","E39",-106.979294016482,12.6447944916077,5.71344,7.22608597599387
"Florida","15Hz","sine","E40",-82.0312253490634,0.356499272328901,4.153,7.06127692945094
"Florida","15Hz","sine","E41",-62.3658981365752,-7.23363018257962,4.39116666666667,7.40645155669559
"Florida","15Hz","sine","E42",-48.4277069849025,-19.0176228846936,5.57304,7.04346281074099
"Florida","15Hz","sine","E43",-132.385776483018,49.089223063604,6.27140666666667,7.18852509812778
"Florida","15Hz","sine","E44",-127.856243406767,23.8953117140088,6.23891333333333,7.36575001687839
"Florida","15Hz","sine","E45",-102.023724252225,-26.0624191069444,6.32317333333333,7.2041713858182
"Florida","15Hz","sine","E46",-77.0757795587277,-24.2279722926707,4.53946666666667,7.50317273219813
"Florida","15Hz","sine","E47",-61.3490707363697,-27.4299165836118,4.30074666666667,7.08849747831693
"Florida","15Hz","sine","E48",-147.073602828489,55.1905344696692,8.11443333333333,7.22609008218078
"Florida","15Hz","sine","E49",-148.427539841507,9.81951733019121,6.94362,7.18007420808923
"Florida","15Hz","sine","E50",-87.6147402607277,-51.9804690729627,4.27609333333333,7.18695269377197
"Florida","15Hz","sine","E51",-64.3973497966683,-45.8325114211031,6.40468666666667,7.4203182299275
"Florida","15Hz","sine","E52",-49.3286473753904,-38.0293353099208,4.75855333333333,7.26550657008083
"Florida","15Hz","sine","E53",-31.8703858461666,-30.6802729781934,5.6565,7.29339666835152
"Florida","15Hz","sine","E54",-16.3380561246601,-24.5721384105547,4.61906,7.17053760083511
"Florida","15Hz","sine","E55",1.86009153028893e-15,-15.1888,6.97013333333333,7.12446672362805
"Florida","15Hz","sine","E56",-134.514184844694,-53.5568924748948,6.63079333333333,7.34773239694912
"Florida","15Hz","sine","E57",-107.771903337525,-61.2478444600876,4.98556666666667,7.19856900925608
"Florida","15Hz","sine","E58",-72.0824426385969,-68.7392048197634,5.50098666666667,8.17412249745586
"Florida","15Hz","sine","E59",-49.0164711950736,-60.6384229311954,5.84457333333333,8.59164948173238
"Florida","15Hz","sine","E60",-33.5739711579434,-49.4397118183913,6.44783333333333,7.90683715139797
"Florida","15Hz","sine","E61",-17.5616376782163,-41.0535015078989,4.97198,7.71987021784933
"Florida","15Hz","sine","E62",6.24863782796946e-15,-51.024,8.3597,8.68103557746687
"Florida","15Hz","sine","E63",-111.844618176326,-90.215004411638,6.39024666666667,7.52735079604251
"Florida","15Hz","sine","E64",-82.7166311762146,-89.8591836311575,5.48357333333333,7.53797479497085
"Florida","15Hz","sine","E65",-53.2724548220446,-83.4923179534095,6.46276,8.23538102583661
"Florida","15Hz","sine","E66",-32.9982073155436,-70.0930032026051,6.65882666666667,8.04336189416949
"Florida","15Hz","sine","E67",-14.9843695227892,-59.7435310808167,6.43698666666667,7.96936157931954
"Florida","15Hz","sine","E68",-70.8544927411257,-119.808404222733,6.29027333333333,8.05037137280479
"Florida","15Hz","sine","E69",-50.7971288111611,-109.433046236237,4.60060666666667,7.87728901535876
"Florida","15Hz","sine","E70",-29.8089612459443,-93.6860097636664,8.10788,8.74835368752228
"Florida","15Hz","sine","E71",-12.5941162529112,-75.6650426009803,8.61004666666667,9.05461617406827
"Florida","15Hz","sine","E72",8.04078595384169e-15,-65.658,10.8045466666667,10.150018261888
"Florida","15Hz","sine","E73",-34.2137515878335,-132.964697639208,6.78804,8.70686843771438
"Florida","15Hz","sine","E74",-15.7052501655887,-118.019611578908,6.12412666666667,9.32939495374299
"Florida","15Hz","sine","E75",1.18239648457677e-14,-96.55,9.50792,13.2827326596956
"Florida","15Hz","sine","E76",12.5941162529112,-75.6650426009803,10.1277266666667,11.2303283918369
"Florida","15Hz","sine","E77",14.9843695227892,-59.7435310808167,8.85098666666667,10.3542548208046
"Florida","15Hz","sine","E78",17.5616376782163,-41.0535015078989,6.32639333333333,8.58420637642441
"Florida","15Hz","sine","E79",16.3380561246601,-24.5721384105547,5.20950666666667,7.41952507077641
"Florida","15Hz","sine","E80",14.2590609871468,-4.99065843399723,5.28335333333333,7.06535523347414
"Florida","15Hz","sine","E81",1.66253150865048e-14,-135.756,7.46620666666667,9.10378993491526
"Florida","15Hz","sine","E82",15.7052501655887,-118.019611578908,6.25402,9.78236390247535
"Florida","15Hz","sine","E83",29.8089612459443,-93.6860097636664,7.40199333333333,9.61816281428832
"Florida","15Hz","sine","E84",32.9982073155436,-70.0930032026051,8.21462,8.68305652845937
"Florida","15Hz","sine","E85",33.5739711579434,-49.4397118183913,6.79454666666667,8.17294654041221
"Florida","15Hz","sine","E86",31.8703858461666,-30.6802729781934,5.98027333333333,7.32827461813471
"Florida","15Hz","sine","E87",29.3939238752213,-11.4188613800894,5.01730666666667,6.9031523265879
"Florida","15Hz","sine","E88",34.2137515878335,-132.964697639208,7.01330666666667,8.05430400851686
"Florida","15Hz","sine","E89",50.7971288111611,-109.433046236237,5.42278666666667,7.78060099108251
"Florida","15Hz","sine","E90",53.2724548220446,-83.4923179534095,7.70714,8.59355583126309
"Florida","15Hz","sine","E91",49.0164711950736,-60.6384229311954,8.71614666666667,9.67449646008586
"Florida","15Hz","sine","E92",49.3286473753904,-38.0293353099208,5.5641,7.98883804076348
"Florida","15Hz","sine","E93",48.4277069849025,-19.0176228846936,5.29532666666667,7.09732568544769
"Florida","15Hz","sine","E94",70.8544927411257,-119.808404222733,6.71337333333333,7.82608850450783
"Florida","15Hz","sine","E95",82.7166311762146,-89.8591836311575,5.07385333333333,7.47291589007888
"Florida","15Hz","sine","E96",72.0824426385969,-68.7392048197634,6.50661333333333,8.14198551813458
"Florida","15Hz","sine","E97",64.3973497966683,-45.8325114211031,5.43584666666667,8.38725052941492
"Florida","15Hz","sine","E98",61.3490707363697,-27.4299165836118,5.41726666666667,7.63534946001719
"Florida","15Hz","sine","E99",111.844618176326,-90.215004411638,8.38856,7.81583192755212
"Florida","15Hz","sine","E100",107.771903337525,-61.2478444600876,6.56336,7.23023767892532
"Florida","15Hz","sine","E101",87.6147402607277,-51.9804690729627,5.07722,7.36755500322862
"Florida","15Hz","sine","E102",77.0757795587277,-24.2279722926707,6.08395333333333,7.30387522506322
"Florida","15Hz","sine","E103",62.3658981365752,-7.23363018257962,4.54178666666667,6.99061184351885
"Florida","15Hz","sine","E104",45.139000940819,2.34746545549408,4.83004,7.1567845639957
"Florida","15Hz","sine","E105",28.5960902390953,7.43167134886356,5.04715333333333,7.09213925049074
"Florida","15Hz","sine","E106",9.06629877496366,11.5485593631021,5.64422666666667,7.41322920376858
"Florida","15Hz","sine","E107",134.514184844694,-53.5568924748948,8.02855333333333,7.62811378250525
"Florida","15Hz","sine","E108",102.023724252225,-26.0624191069444,6.0304,7.35320472946719
"Florida","15Hz","sine","E109",82.0312253490634,0.356499272328901,6.20959333333333,7.08860943974245
"Florida","15Hz","sine","E110",58.7070104036568,13.6367088941921,4.37048,6.7479991803323
"Florida","15Hz","sine","E111",39.6304283909149,22.4510456227002,5.00527333333333,7.18449900269856
"Florida","15Hz","sine","E112",18.7176485153145,25.0067456910559,5.87959333333333,7.05184290289559
"Florida","15Hz","sine","E113",148.427539841507,9.81951733019121,9.05383333333333,7.50295630699393
"Florida","15Hz","sine","E114",127.856243406767,23.8953117140088,7.52072,7.45449871166237
"Florida","15Hz","sine","E115",106.979294016482,12.6447944916077,6.81198,6.90127637585654
"Florida","15Hz","sine","E116",73.2735964589411,31.8739532843394,4.69126,7.0145074394182
"Florida","15Hz","sine","E117",50.0298983002845,37.5034658673461,4.76805333333333,7.13569259794635
"Florida","15Hz","sine","E118",31.3121246459833,41.9182840077502,5.12411333333333,7.40891482193376
"Florida","15Hz","sine","E119",147.073602828489,55.1905344696692,8.45046,7.49482479763945
"Florida","15Hz","sine","E120",132.385776483018,49.089223063604,6.86158666666667,7.28207880096327
"Florida","15Hz","sine","E121",111.066561880691,61.2336542760814,6.04339333333333,7.22598933704239
"Florida","15Hz","sine","E122",86.5427774390136,55.8179182444255,5.75667333333333,7.13753925214408
"Florida","15Hz","sine","E123",56.2717346283799,54.0022587112168,5.40633333333333,7.16998920479422
"Florida","15Hz","sine","E124",39.5281102525102,53.3724044414846,5.43872666666667,7.18989193531408
"Florida","15Hz","sine","E125",107.29091960617,79.3302648808283,6.06484666666667,7.29846983798553
"Florida","15Hz","sine","E126",71.1683422201787,126.406610434864,6.37067333333333,7.08278561012967
"Florida","15Hz","sine","E127",-71.1683422201787,126.406610434864,6.94202,7.6567705522314
"Florida","15Hz","sine","E128",-107.29091960617,79.3302648808283,5.35656666666667,6.95598640553539
"Florida","15Hz","sine","Cz",0,0,6.39022,6.99113290466551
"Leipzig","6Hz","square","Fp1",-31.5883351989959,97.2188992087232,4.57522,4.18949112275899
"Leipzig","6Hz","square","AF7",-60.0845840598412,82.6993351989959,4.24792666666667,4.09923253849863
"Leipzig","6Hz","square","AF3",-34.7485187168438,74.5184388657274,5.12026666666667,4.39311340411302
"Leipzig","6Hz","square","F1",-20.8116439038144,51.5106262243125,5.44367333333333,4.46589768670502
"Leipzig","6Hz","square","F3",-41.9542731897285,51.8092126664904,5.42818,4.37796006071449
"Leipzig","6Hz","square","F5",-62.8929681582845,54.6720231218949,5.04902666666667,4.1114229747806
"Leipzig","6Hz","square","F7",-82.6993351989959,60.0845840598412,4.91058,4.08467409425496
"Leipzig","6Hz","square","FT7",-97.2188992087232,31.5883351989959,5.29971333333333,4.15989419487946
"Leipzig","6Hz","square","FC5",-74.6864341197762,28.669435963624,4.70891333333333,4.14723553106033
"Leipzig","6Hz","square","FC3",-49.0530364688705,26.081962142133,4.66384666666667,4.18385182564395
"Leipzig","6Hz","square","FC1",-25.1418887118689,25.1418887118689,5.03448,4.34068274313141
"Leipzig","6Hz","square","C1",-25.556,1.56485367995049e-15,3.94847333333333,4.31014548783943
"Leipzig","6Hz","square","C3",-51.112,3.12970735990098e-15,4.47464666666667,4.15908069076765
"Leipzig","6Hz","square","C5",-76.666,4.69443857517155e-15,4.52406,4.02880547597632
"Leipzig","6Hz","square","T7",-102.222,6.25929225512204e-15,19.5155266666667,10.8789981550758
"Leipzig","6Hz","square","TP7",-97.2188992087232,-31.5883351989959,6.03342,4.35371764009704
"Leipzig","6Hz","square","CP5",-74.6864341197762,-28.669435963624,4.82764,3.99588471051878
"Leipzig","6Hz","square","CP3",-49.0530364688705,-26.081962142133,4.63062,4.08837123700343
"Leipzig","6Hz","square","CP1",-25.1418887118689,-25.1418887118689,3.87288666666667,4.31189742542484
"Leipzig","6Hz","square","P1",-20.8116439038144,-51.5106262243124,6.60944,5.8707366071676
"Leipzig","6Hz","square","P3",-41.9542731897285,-51.8092126664904,6.77858,6.12621404976086
"Leipzig","6Hz","square","P5",-62.8929681582845,-54.6720231218949,7.08192666666667,5.76938612567175
"Leipzig","6Hz","square","P7",-82.6993351989959,-60.0845840598412,7.86923333333333,5.25495333182358
"Leipzig","6Hz","square","P9",-103.374573507242,-75.1060239674276,7.95063333333333,5.35223192432696
"Leipzig","6Hz","square","PO7",-60.0845840598412,-82.6993351989959,9.53558666666667,5.19288200081109
"Leipzig","6Hz","square","PO3",-34.7485187168438,-74.5184388657274,7.61815333333333,5.99177687298844
"Leipzig","6Hz","square","O1",-31.5883351989959,-97.2188992087232,14.99194,8.2003424465843
"Leipzig","6Hz","square","Iz",1.5648291870145e-14,-127.778,28.5094666666667,14.1976522315852
"Leipzig","6Hz","square","Oz",1.25185845102441e-14,-102.222,24.1728666666667,12.3615318466294
"Leipzig","6Hz","square","POz",9.3888771503431e-15,-76.666,9.05455333333333,6.48279004812109
"Leipzig","6Hz","square","Pz",6.25941471980195e-15,-51.112,7.16326666666667,5.84001502210383
"Leipzig","6Hz","square","CPz",3.12970735990098e-15,-25.556,4.61632,4.38473562868829
"Leipzig","6Hz","square","Fpz",0,102.222,5.02386666666667,4.29618947889773
"Leipzig","6Hz","square","Fp2",31.5883351989959,97.2188992087232,4.31204666666667,4.29008917317578
"Leipzig","6Hz","square","AF8",60.0845840598412,82.6993351989959,4.40788666666667,4.09506898287353
"Leipzig","6Hz","square","AF4",34.7485187168438,74.5184388657274,4.83513333333333,4.13932168552571
"Leipzig","6Hz","square","Afz",0,76.666,5.75964666666667,4.46309863518624
"Leipzig","6Hz","square","Fz",0,51.112,5.53702666666667,4.37191798161148
"Leipzig","6Hz","square","F2",20.8116439038144,51.5106262243125,5.2771,4.33207693679454
"Leipzig","6Hz","square","F4",41.9542731897285,51.8092126664904,5.60863333333333,4.25549227707945
"Leipzig","6Hz","square","F6",62.8929681582845,54.6720231218949,5.30045333333333,4.14315341488113
"Leipzig","6Hz","square","F8",82.6993351989959,60.0845840598412,4.93173333333333,4.01622374639848
"Leipzig","6Hz","square","FT8",97.2188992087232,31.5883351989959,4.88924,4.1350950596854
"Leipzig","6Hz","square","FC6",74.6864341197762,28.669435963624,4.47668666666667,4.08351937758842
"Leipzig","6Hz","square","FC4",49.0530364688705,26.081962142133,4.63476,4.15289294386694
"Leipzig","6Hz","square","FC2",25.1418887118689,25.1418887118689,4.67922666666667,4.24819329358617
"Leipzig","6Hz","square","FCz",0,25.556,5.62909333333333,4.27314117184858
"Leipzig","6Hz","square","Cz",0,0,4.86078666666667,4.19523240871527
"Leipzig","6Hz","square","C2",25.556,1.56485367995049e-15,4.11148666666667,4.15830812783886
"Leipzig","6Hz","square","C4",51.112,3.12970735990098e-15,4.32633333333333,4.28944155887465
"Leipzig","6Hz","square","C6",76.666,4.69443857517155e-15,4.3663,3.9736715155417
"Leipzig","6Hz","square","T8",102.222,6.25929225512204e-15,18.6375333333333,10.2961128934004
"Leipzig","6Hz","square","TP8",97.2188992087232,-31.5883351989959,5.36517333333333,4.73705672486879
"Leipzig","6Hz","square","CP6",74.6864341197762,-28.669435963624,4.92294666666667,4.61117872053623
"Leipzig","6Hz","square","CP4",49.0530364688705,-26.081962142133,4.84637333333333,4.60991569514349
"Leipzig","6Hz","square","CP2",25.1418887118689,-25.1418887118689,4.05025333333333,4.4616879963893
"Leipzig","6Hz","square","P2",20.8116439038144,-51.5106262243124,7.08591333333333,6.37723394812282
"Leipzig","6Hz","square","P4",41.9542731897285,-51.8092126664904,8.22846666666667,7.11059061577424
"Leipzig","6Hz","square","P6",62.8929681582845,-54.6720231218949,9.4426,7.78202742229084
"Leipzig","6Hz","square","P8",82.6993351989959,-60.0845840598412,10.8809266666667,6.98373869205557
"Leipzig","6Hz","square","P10",103.374573507242,-75.1060239674276,10.2500933333333,6.27137367216385
"Leipzig","6Hz","square","PO8",60.0845840598412,-82.6993351989959,15.11468,7.20731893582295
"Leipzig","6Hz","square","PO4",34.7485187168438,-74.5184388657274,10.43448,6.9701518339896
"Leipzig","6Hz","square","O2",31.5883351989959,-97.2188992087232,16.2274466666667,8.50058872478661
"Leipzig","6Hz","sine","Fp1",-31.5883351989959,97.2188992087232,4.45342666666667,4.27302648678966
"Leipzig","6Hz","sine","AF7",-60.0845840598412,82.6993351989959,4.19706666666667,4.04195891210062
"Leipzig","6Hz","sine","AF3",-34.7485187168438,74.5184388657274,4.78616666666667,4.12952182731533
"Leipzig","6Hz","sine","F1",-20.8116439038144,51.5106262243125,5.15209333333333,4.28225970404744
"Leipzig","6Hz","sine","F3",-41.9542731897285,51.8092126664904,5.14955333333333,4.12388542035421
"Leipzig","6Hz","sine","F5",-62.8929681582845,54.6720231218949,4.97256666666667,3.99745662270275
"Leipzig","6Hz","sine","F7",-82.6993351989959,60.0845840598412,4.87280666666667,3.97406269009356
"Leipzig","6Hz","sine","FT7",-97.2188992087232,31.5883351989959,5.26484666666667,4.00983471724166
"Leipzig","6Hz","sine","FC5",-74.6864341197762,28.669435963624,4.50736666666667,3.87606215048471
"Leipzig","6Hz","sine","FC3",-49.0530364688705,26.081962142133,4.56376,4.10574264400389
"Leipzig","6Hz","sine","FC1",-25.1418887118689,25.1418887118689,4.88404666666667,4.15825597345515
"Leipzig","6Hz","sine","C1",-25.556,1.56485367995049e-15,3.90908666666667,4.28710156193218
"Leipzig","6Hz","sine","C3",-51.112,3.12970735990098e-15,4.56234666666667,4.19640531301664
"Leipzig","6Hz","sine","C5",-76.666,4.69443857517155e-15,4.43382,3.97128510695509
"Leipzig","6Hz","sine","T7",-102.222,6.25929225512204e-15,14.9114,10.1890691175767
"Leipzig","6Hz","sine","TP7",-97.2188992087232,-31.5883351989959,5.70382,4.06556346669955
"Leipzig","6Hz","sine","CP5",-74.6864341197762,-28.669435963624,4.62348,3.98022253212348
"Leipzig","6Hz","sine","CP3",-49.0530364688705,-26.081962142133,4.63244666666667,4.20350053398348
"Leipzig","6Hz","sine","CP1",-25.1418887118689,-25.1418887118689,3.66357333333333,4.20095710975564
"Leipzig","6Hz","sine","P1",-20.8116439038144,-51.5106262243124,5.62724,5.45063582060119
"Leipzig","6Hz","sine","P3",-41.9542731897285,-51.8092126664904,5.72319333333333,5.36727093251957
"Leipzig","6Hz","sine","P5",-62.8929681582845,-54.6720231218949,5.68495333333333,4.72339584739259
"Leipzig","6Hz","sine","P7",-82.6993351989959,-60.0845840598412,6.60096666666667,4.51031285134467
"Leipzig","6Hz","sine","P9",-103.374573507242,-75.1060239674276,6.67698666666667,4.60727109879181
"Leipzig","6Hz","sine","PO7",-60.0845840598412,-82.6993351989959,8.23562,4.69930062936668
"Leipzig","6Hz","sine","PO3",-34.7485187168438,-74.5184388657274,6.37512,5.17682138647424
"Leipzig","6Hz","sine","O1",-31.5883351989959,-97.2188992087232,11.4497533333333,7.47766953214324
"Leipzig","6Hz","sine","Iz",1.5648291870145e-14,-127.778,20.7741333333333,13.4233704821942
"Leipzig","6Hz","sine","Oz",1.25185845102441e-14,-102.222,17.1034,11.1538931129934
"Leipzig","6Hz","sine","POz",9.3888771503431e-15,-76.666,7.10896,5.37515348823753
"Leipzig","6Hz","sine","Pz",6.25941471980195e-15,-51.112,6.03049333333333,5.35753347097668
"Leipzig","6Hz","sine","CPz",3.12970735990098e-15,-25.556,4.27104,4.26277629647395
"Leipzig","6Hz","sine","Fpz",0,102.222,4.94535333333333,4.3903217379765
"Leipzig","6Hz","sine","Fp2",31.5883351989959,97.2188992087232,4.29915333333333,4.28347902190501
"Leipzig","6Hz","sine","AF8",60.0845840598412,82.6993351989959,4.27146,4.08942355958057
"Leipzig","6Hz","sine","AF4",34.7485187168438,74.5184388657274,4.77452,4.14861900974438
"Leipzig","6Hz","sine","Afz",0,76.666,5.40384666666667,4.30708769701194
"Leipzig","6Hz","sine","Fz",0,51.112,5.41416,4.40193195114957
"Leipzig","6Hz","sine","F2",20.8116439038144,51.5106262243125,5.17280666666667,4.29749498669973
"Leipzig","6Hz","sine","F4",41.9542731897285,51.8092126664904,5.36133333333333,4.13976349621229
