"lab","freq","mod","trial","amplitude","amplitude_smoothed","SNR","SNR_smoothed"
"Florida","8.57Hz","square",92,18.1259,16.3628955274334,11.71292,9.86054050390266
"Florida","8.57Hz","square",93,13.49748,17.0257403621442,11.097555,10.2798494777319
"Florida","8.57Hz","square",94,14.80131875,16.8200599030073,7.672725,10.1717242252066
"Florida","8.57Hz","square",95,17.4288666666667,16.7625816833104,8.75784166666667,9.90275661157025
"Florida","8.57Hz","square",96,17.1784931818182,16.7961253070477,8.88347818181818,9.63503912419651
"Florida","8.57Hz","square",97,15.107086875,16.8045570115932,8.91690625,9.3200394651056
"Florida","8.57Hz","square",98,20.9891181818182,16.755145079775,13.3013045454545,8.93833026056015
"Florida","8.57Hz","square",99,14.9747572222222,17.1264986025023,9.63534722222222,8.61256332874196
"Florida","8.57Hz","square",100,17.58236875,17.379321329775,7.51411875,8.59814457874197
"Florida","8.57Hz","sine",1,10.2026104166667,10.4534168181818,8.473045,8.66966619130869
"Florida","8.57Hz","sine",2,9.91840714285714,10.4875428192641,7.33108928571429,8.69832995754246
"Florida","8.57Hz","sine",3,13.43775,10.639440473693,8.22628346153846,8.67256747502498
"Florida","8.57Hz","sine",4,9.85972857142857,10.9563977085415,8.76286571428571,8.67303792957043
